20151101
64         PYRENEES ATLANTIQUES          
SENTIER    DE LESPIELLE               
ROUTE      DE MADIRAN                 
CHEMIN     MARQUECH                   
CHEMIN     MONTESTRUCQ                
CHEMIN     DES MOTTES                 
CHEMIN     MOUREU                     
ROUTE      DE PAU                     
CHEMIN     DES PYRENEES               
CHEMIN     DE SAUT                    
CHEMIN     DE TESTABER                
CHEMIN     DE TESTABER                
CHEMIN     YACOULOU                   
           commune :     ESLOURENTIES DABAN             departement : PYRENEES ATLANTIQUES          
LOT        LA CLE DES CHAMPS          
LOT        COMMUNAL                   
LOT        COULOUME                   
LOT        DE FLORENTIES              
LOT        MANOU                      
LIEU-DIT   ARTIGUECLOSE               
LIEU-DIT   DOUS AUGAS                 
LIEU-DIT   BACHE DOU SOULE            
LIEU-DIT   DOU BOURDALAT              
LIEU-DIT   BOURDALAT                  
LIEU-DIT   CAPBAT                     
LIEU-DIT   COUSTALAT                  
LIEU-DIT   HOURCS                     
LIEU-DIT   LACASSAGNE                 
LIEU-DIT   LARCOUTCH                  
LIEU-DIT   MOULY BIELH                
LIEU-DIT   PENDELES                   
LIEU-DIT   PEYRIS                     
LIEU-DIT   POUEYLADE                  
LIEU-DIT   DOUS POUNDETS              
LIEU-DIT   TERMERE                    
LIEU-DIT   VILLAGE                    
ROUTE      D'ARRIEN                   
RUE        DU BARADAT                 
RUE        DU BOURDALAT               
CHEMIN     DU CAMBESIOU               
D          145                        
RUE        DE L'ECOLE                 
RUE        DES EDELWEISS              
RUE        DE LA FONTAINE             
IMPASSE    DES GENTIANES              
RUE        DE LA HOURQUETTE           
CHEMIN     DE HYACINTHE               
CHEMIN     DU LAC                     
RUE        DE LANNEMOULI              
RUE        DE LA MARNE                
RUE        DU MOULIN                  
RUE        DES NOISETIERS             
RUE        DES PEYRIS                 
RUE        DU PIC DU MIDI             
RUE        DES PYRENEES               
D          42                         
RUE        DU QUINDOU                 
ROUTE      DE SAUBOLE                 
ROUTE      DE GARDERES                
           commune :     ESPECHEDE                      departement : PYRENEES ATLANTIQUES          
LIEU-DIT   BALEINS                    
LIEU-DIT   DOU BISCARDOUN             
LIEU-DIT   CABARRE                    
LIEU-DIT   CAMAS                      
LIEU-DIT   CAPBAT                     
LIEU-DIT   CAPSUS                     
LIEU-DIT   LA CARRERE                 
LIEU-DIT   CENTRE                     
LIEU-DIT   DOU BIALA                  
LIEU-DIT   DOU PUYAU                  
LIEU-DIT   DOU GOUARET                
LIEU-DIT   HOURCQ DE CAMY             
LIEU-DIT   DOUS HOURQUETS             
LIEU-DIT   LAS MIEYAS                 
LIEU-DIT   PASCAU                     
LIEU-DIT   PETITE LANDE               
LIEU-DIT   PLEIX                      
LIEU-DIT   PUYAU                      
LIEU-DIT   LA SOUYE                   
LIEU-DIT   CABARRE EST                
LIEU-DIT   CABARRE SUD                
LIEU-DIT   CAPBAT SUD                 
LIEU-DIT   BIALA                      
LIEU-DIT   CAPSUS SUD                 
LIEU-DIT   CENTRE SUD                 
LIEU-DIT   CAPSUS NORD                
CHEMIN     DES AUGAROTS               
CHEMIN     DE BACHES                  
CHEMIN     DE BACQUE                  
CHEMIN     DU BIALA                   
CHEMIN     DE BIARRE                  
CHEMIN     DE LA BORIE                
CHEMIN     DE BOUNAYRE                
RUE        DE CABARRE                 
RUE        DE CAPBAT                  
CHEMIN     DE CAPBLANCQ               
RUE        DE LA CARRERE              
RUE        CLEMENT BERGEZ             
CHEMIN     DE L'EGALITE               
CHEMIN     DU GABAS                   
CHEMIN     DES GRABES                 
CHEMIN     DE GRANGE                  
CHEMIN     DE HONDETTES               
CHEMIN     DU HOURCQ DE CAMY          
CHEMIN     DOUS HOURQUETS             
CHEMIN     DE JAIMES                  
RUE        JOSEPH DE MARTHE           
CHEMIN     DE LA LANDE                
CHEMIN     DES MATOLES                
CHEMIN     DE LAS MIEYAS              
CHEMIN     DE MOURA                   
CHEMIN     DE PASCAU                  
CHEMIN     DE LA PETITE LANNE         
CHEMIN     DES PEYRES                 
CHEMIN     DE PEYRET                  
CHEMIN     DE PICHS                   
CHEMIN     DE PLEIX                   
RUE        ST LOUIS                   
CHEMIN     DE SEDZERE                 
CHEMIN     DE LA SOUYE                
CHEMIN     DES TOUYAS                 
           commune :     ESPELETTE                      departement : PYRENEES ATLANTIQUES          
LOT        ALDATEYA                   
LOT        BAKEAN                     
LOT        BENTA XURIA                
LOT        CIL                        
LOT        COMMUNAL                   
LOT        DU MOULIN                  
LOT        HALTY                      
LOT        HEGO ALDE                  
LOT        HIRIGOYEN                  
LOT        KATTALIN                   
LOT        KURUTZE GORRIA             
LOT        LES LOGIS BASQUES          
LOT        MINDEYA                    
LOT        OTSO BIDEA                 
LOT        PENTZEAN                   
RESIDENCE  SANTSOTENBORDA             
LIEU-DIT   AGUERRIA                   
LIEU-DIT   ALCOURENA                  
LIEU-DIT   ANTCAINGO LEPHONA          
LIEU-DIT   ARROSTENE KO ERRECA        
LIEU-DIT   AUCARRUNXA                 
LIEU-DIT   BELAZKABIETA               
LIEU-DIT   BERINDOAGUE                
LIEU-DIT   BERNATENIA                 
LIEU-DIT   BIDALOTA                   
LIEU-DIT   BIHOURRY                   
LIEU-DIT   BISCAYCO EYHERA            
LIEU-DIT   LE BOURG                   
LIEU-DIT   BOUROUCHALINIA             
LIEU-DIT   CARRICA LANDA              
LIEU-DIT   CHAMAZINGO ALDIA           
LIEU-DIT   CHELHAYTOA                 
LIEU-DIT   KONDICHINKOGAINA           
LIEU-DIT   GASTAIN BIDEA              
LIEU-DIT   GASTAMBIDECO BORDA CELHAYA 
LIEU-DIT   HALTIA                     
LIEU-DIT   HARRIAGUE                  
LIEU-DIT   HIROU CURUTCIA             
LIEU-DIT   IRACABALA                  
LIEU-DIT   LAPITXAGUE                 
LIEU-DIT   LARRALDIA                  
LIEU-DIT   LARROTZA                   
LIEU-DIT   LEGANOA                    
LIEU-DIT   LEGANOKO KURUTZEA          
LIEU-DIT   LOUCOUCOAMESTIA            
LIEU-DIT   MACONDOGAINA               
LIEU-DIT   MARLECOU                   
LIEU-DIT   MATCHICOBORDA HILEPO       
LIEU-DIT   MATCHINBORDA               
LIEU-DIT   MILARRE                    
LIEU-DIT   MONDARAIN AZPIA            
LIEU-DIT   OLHAINGO LANDA AZPIAC      
LIEU-DIT   OLHANO                     
LIEU-DIT   OURONTOA                   
LIEU-DIT   PATCHOLOA                  
LIEU-DIT   PEUSQUENIA                 
LIEU-DIT   PEZOTCHENBORDACOMALDA      
LIEU-DIT   SEGURE                     
LIEU-DIT   URLANA                     
LIEU-DIT   QUA BASSEBOURE             
LIEU-DIT   QUA BORDACHARRIA           
LIEU-DIT   QUA CAMINOA                
LIEU-DIT   QUA CHERRENDA              
LIEU-DIT   QUA LAHARGETA              
ROUTE      DE LA COLONIE              
RUE        PLAZA KO KARRIKA           
PLACE      DU JEU DE PAUME            
CHEMIN     DE LEGANOA                 
CHEMIN     DU MOULIN                  
CHEMIN     DE PELENIA                 
ROUTE      DE PORTUA                  
PLACE      DE LA POSTE                
RUE        PRINCIPALE                 
ROUTE      AKERRETA KO BIDEA          
ROUTE      ALDATEGI KO BIDEA          
CHEMIN     ALDATEGI KO BIDEXKA        
ROUTE      ALZURENE KO BIDEA          
ROUTE      ANTSARUNTXA KO BIDEA       
CHEMIN     APETXE KO BIDEXKA          
ROUTE      APEZTEGI KO BIDEA          
CHEMIN     APEZTEGI KO BIDEXKA        
ROUTE      AROZTEGI KO BIDEA          
ROUTE      ARROSAKOBORDA KO BIDEA     
ROUTE      ATTALAIA KO BIDEA          
ROUTE      BARNETXE KO BIDEA          
ROUTE      BASABURU KO BIDEA          
ROUTE      BELAZKABIETA KO BIDEA      
ROUTE      BENTAXURI KO BIDEA         
ROUTE      BERINDOAGA KO BIDEA        
ROUTE      BERNATENE KO BIDEA         
ROUTE      BIDALOTZE KO BIDEA         
ROUTE      BIDEGAINE KO BIDEA         
ROUTE      BORDAXAHARRE KO BIDEA      
ROUTE      BORDA KO BIDEA             
ROUTE      BURUTXALI KO BIDEA         
ROUTE      EIHERAGIBEL EKO BIDEA      
ROUTE      ELIZALDE KO BIDEA          
ROUTE      ESKOLABERRI KO KARRIKA     
ROUTE      ETXEGARAIA KO BIDEA        
ROUTE      ETXETTIPI KO BIDEA         
ROUTE      FRANTXUIA KO BIDEA         
ROUTE      GARANO KO BIDEA            
ROUTE      GAZITEGI KO BIDEA          
ROUTE      GAZTAINDEGI KO BIDEA       
ROUTE      HALTI KO BIDEA             
ROUTE      HARANBURUKO BIDEA          
ROUTE      HARITZALDE KO BIDEA        
ROUTE      HARLURRE KO BIDEA          
ROUTE      HARXURRI KO BIDEA          
ROUTE      IRAZABALE KO BIDEA         
ROUTE      IRAZABALETXEBERRI KO BIDEA 
ROUTE      ITHURRARTE KO BIDEA        
ROUTE      ITSASU KO ERREBIDEA        
ROUTE      KAMADROENBORDA KO BIDEA    
COTE       KAMINO KO PATARRA          
ROUTE      KANBO KO ERREBIDEA         
ROUTE      KANPAINA KO BIDEA          
ROUTE      KARRIKA NAGUSIA            
ROUTE      KARRIKALANDA KO BIDEA      
ROUTE      KATTALIN EKO BIDEA         
ROUTE      KATTALINONDO KO BIDEA      
ROUTE      KUKULUIA KO BIDEA          
RUE        KURUTZE GORRI KO KARRIKA   
ROUTE      LANDA KO BIDEA             
ROUTE      LAPIZTAGA KO BIDEA         
ROUTE      LARRALDE KO BIDEA          
ROUTE      LARROTZA KO BIDEA          
ROUTE      LARRUTEGI KO BIDEA         
RUE        LUXIANEKO KARRIKA          
ROUTE      MARINENBORDA KO BIDEA      
ROUTE      MATXINBORDA KO BIDEA       
ROUTE      MEHATSE KO BIDEA           
ROUTE      MENDI KO BIDEA             
PLACE      MERKATU PLAZA              
ROUTE      MIKELENBORDA KO BIDEA      
ROUTE      OIHAN BIDEA                
ROUTE      OIHANEIHERA KO BIDEA       
ROUTE      OILAKINE KO BIDEA          
ROUTE      OLAGAINE KO BIDEA          
CHEMIN     OTSOBIDE KO BIDEXKA        
ROUTE      PERUSKINE KO BIDEA         
ROUTE      PERUTXEGI KO BIDEA         
ROUTE      PERUTXENBORDA KO BIDEA     
ROUTE      SANSOTENALDE KO BIDEA      
ROUTE      SANSOTENBORDA KO BIDEA     
ROUTE      SANSOTENE KO BIDEA         
ROUTE      SEGURA KO BIDEA            
CHEMIN     TORRESENEKO BIDEA          
ROUTE      TTULUNTEGI KO BIDEA        
ROUTE      UZTARITZE KO BIDEA         
ROUTE      XAMARIN EKO BIDEA          
ROUTE      XAMARINBORDA KO BIDEA      
ROUTE      XANATONE KO BIDEA          
ROUTE      XERRENDA KO BIDEA          
RUE        XERRI KARRIKA              
RUE        XILARRENE KO KARRIKA       
ROUTE      XURIKI KO BIDEA            
ROUTE      ZAPATAINDEGI KO BIDEA      
RUE        ZUBIBURU KO KARRIKA        
ROUTE      ZUBIZABALETA KO BIDEA      
ROUTE      ZURAIDE KO ERREBIDEA       
RUE        GAZTAINBIDE KO BIDEA       
RUE        OTSOBIDE KO BIDEA          
RUE        VC OLHAINGO LANDAKO BIDEA  
CHEMIN     RURAL TORRESENEKO BIDEXKA  
ROUTE      BORDDA KO BIDEA            
ROUTE      BURUTXALI KO BIDEA         
CHEMIN     CR XAMARINEKO  ALDIA       
           commune :     ESPES-UNDUREIN                 departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ACHELAXE                   
LIEU-DIT   AGNAOUT-ALTIA              
LIEU-DIT   AGUERGARAY                 
LIEU-DIT   APPESETCHE                 
LIEU-DIT   AREAT                      
LIEU-DIT   ASKOUNHEGUY                
LIEU-DIT   BELLOCQ ALTIA              
LIEU-DIT   BETERAMENDY                
LIEU-DIT   BOURJOU                    
LIEU-DIT   BURGUBURU                  
LIEU-DIT   BURGUIA                    
LIEU-DIT   CARRIQUE                   
LIEU-DIT   CARRIQUIBERRY              
LIEU-DIT   CARRIQUIRIBERRY            
LIEU-DIT   CHAMPOBERRIA               
LIEU-DIT   CHOCO                      
LIEU-DIT   CUTCHEGUIA                 
LIEU-DIT   DENDARIAENA                
LIEU-DIT   ELISSABIDE                 
LIEU-DIT   ESPES                      
LIEU-DIT   ETCHECOPAR ALTIA           
LIEU-DIT   EYHERA GAGNIE              
LIEU-DIT   GAGNECO URUPERA            
LIEU-DIT   HACHCOT ALTIA              
LIEU-DIT   HARIBELCET                 
LIEU-DIT   IDIARTIA                   
LIEU-DIT   IRIGOYEN                   
LIEU-DIT   LAGARDOYE                  
LIEU-DIT   LAGO                       
LIEU-DIT   LAGO ALTIA                 
LIEU-DIT   LANDA                      
LIEU-DIT   MAHINTZ ALTIA              
LIEU-DIT   MARGOT                     
LIEU-DIT   MECANICA ALTIA             
LIEU-DIT   MEHATZ                     
LIEU-DIT   MENDIBURIA                 
LIEU-DIT   MENDIGOHENA                
LIEU-DIT   MIKELET HEGUIA             
LIEU-DIT   NAHASTECA                  
LIEU-DIT   OYHAMBURU ALTIA            
LIEU-DIT   OYHANCHOCO                 
LIEU-DIT   OYHENART                   
LIEU-DIT   PARIS                      
LIEU-DIT   PECO HERRIA                
LIEU-DIT   PECO URUPERA               
LIEU-DIT   LA PLAINE                  
LIEU-DIT   PRESBYTERE                 
LIEU-DIT   RECONDO ALTIA              
LIEU-DIT   SEGNAGORY                  
LIEU-DIT   TROUMPET                   
LIEU-DIT   UNDUREIN                   
LIEU-DIT   URSOTEGUIETTE              
LIEU-DIT   URUPERA HANDIA             
LIEU-DIT   UTHURRALT                  
LIEU-DIT   COLOMET                    
LIEU-DIT   LA POSTE                   
           commune :     ESPIUTE                        departement : PYRENEES ATLANTIQUES          
RESIDENCE  FOYER ADAPEI               
LOT        GARAY                      
LIEU-DIT   CAMBLONG                   
LIEU-DIT   CAMOU DOU MOULI            
LIEU-DIT   CAMPAGNE DE BAITCH         
LIEU-DIT   DAGUERRE                   
LIEU-DIT   DESCOUNIBIETTE             
LIEU-DIT   DOUS HOURQUETS             
LIEU-DIT   DYTOULATS                  
LIEU-DIT   DOU BEDAT                  
LIEU-DIT   DOUS MARLATS               
LIEU-DIT   MENUTIN                    
LIEU-DIT   PEDROU ET MOULIAA          
LIEU-DIT   VILLAGE                    
LIEU-DIT   LAS PARTELLES              
LIEU-DIT   LASTEULERES VIEILLES       
LIEU-DIT   TOUYA DOU CASTET           
ROUTE      D ETCHARRY                 
ROUTE      DE GESTAS                  
IMPASSE    HUTCETTE                   
ROUTE      DE PEDROU                  
IMPASSE    SALETTE                    
           commune :     ESPOEY                         departement : PYRENEES ATLANTIQUES          
LOT        DU BOURG NEUF              
LOT        CASTETNAU                  
LIEU-DIT   ADAGOUES                   
LIEU-DIT   D AMONCAUTS                
LIEU-DIT   BACHETTES LEGNAAS CHOURREM 
LIEU-DIT   AUX BATANS                 
LIEU-DIT   BEDAT                      
LIEU-DIT   BERTRANET ET CAMBAYOUS     
LIEU-DIT   BISTOR                     
LIEU-DIT   CAMPAGNE DABAN             
LIEU-DIT   CAMPAGNE ET ARTIGAUX       
LIEU-DIT   CAMPAGNE MOULY             
LIEU-DIT   CAMPAGNE MOULY DESSUS      
LIEU-DIT   CANCOUP                    
LIEU-DIT   CASSOURAT ET ROUMIGUES     
LIEU-DIT   CASTETNAU                  
LIEU-DIT   LA COTE                    
LIEU-DIT   COUYAT                     
LIEU-DIT   CUYALAR                    
LIEU-DIT   FANGET                     
LIEU-DIT   GRISIOLES                  
LIEU-DIT   HOURCQ PETIT               
LIEU-DIT   HOURSET BAS                
LIEU-DIT   HOURSET HAUT               
LIEU-DIT   LABAYEE                    
LIEU-DIT   ARRECQ                     
LIEU-DIT   MARQUE DEBAT               
LIEU-DIT   MARQUE DESSUS              
LIEU-DIT   MESPLE ET LAS PACHERES     
LIEU-DIT   MOULYS DEBAT               
LIEU-DIT   PARAGNOUS                  
LIEU-DIT   PAS DE L AULHE             
LIEU-DIT   PEYRAUBE                   
LIEU-DIT   PLAAS DE CATSUS            
LIEU-DIT   PLAAS ET LABATUT           
LIEU-DIT   PONDICQS                   
LIEU-DIT   POUMADERE                  
LIEU-DIT   POURROUCAS                 
LIEU-DIT   REBERES                    
LIEU-DIT   TERNIOU NORD               
LIEU-DIT   TERNIOU SUD                
LIEU-DIT   TOUYAS DE BACH             
LIEU-DIT   TOUYAS DE BAT SUD          
LIEU-DIT   TOUYAS DESSUS ET PEYRAUBE  
LIEU-DIT   TROUNDES DE BACH           
LIEU-DIT   TROUNDES DE HAUT           
LIEU-DIT   PEYRAUBE SUD               
LIEU-DIT   LA CARRERASSE              
LIEU-DIT   CARRERE DE BERTRANNET      
LIEU-DIT   COSTE BIELHE               
LIEU-DIT   COSTE DE TURON             
LIEU-DIT   QUARTIER HAUT D ESPOEY     
LIEU-DIT   QUARTIER LE BOURGUET       
LIEU-DIT   QUARTIER TOUSTET           
IMPASSE    ABADIE                     
IMPASSE    AMONCAUTS                  
CHEMIN     DES ARTIGAUS               
CHEMIN     DU BEDAT                   
IMPASSE    BERNATA                    
CHEMIN     DE LA BIE                  
RUE        COSTE BIELHE               
ROUTE      DU BISTOR                  
CHEMIN     BORDE DE LAHON             
CHEMIN     DU BOURGUET                
RUE        DU BOURG NEUF              
IMPASSE    DU CANAL                   
RUE        LA CARRERASSE              
RUE        CARRERE DE BERTRANET       
CHEMIN     CASTETNAU                  
IMPASSE    CACHANE                    
RUE        LA CARRERASSE              
IMPASSE    CARRERE DE BERTRANNET      
IMPASSE    CHOURAMILH                 
RUE        COSTE BIELHE               
RUE        COSTE DE TURON             
RUE        DES ECOLES                 
IMPASSE    DES ECOLES                 
IMPASSE    DES ECUREUILS              
PLACE      DE L'EGLISE                
CHEMIN     DE GOMER                   
ROUTE      DU HAMEAU                  
PLACE      HOO PARIS                  
RUE        JEAN TUCAT                 
CHEMIN     DE JANVIER                 
IMPASSE    LA BARBERE                 
IMPASSE    LABAYEE                    
CHEMIN     DE LARRECQ                 
IMPASSE    DU LAVOIR                  
ROUTE      DE LIVRON                  
RUE        DES LOCHES                 
ROUTE      DE LOURDES                 
ROUTE      DE LOURENTIES              
ROUTE      DE LUQUET                  
CHEMIN     DE MADAUNE                 
IMPASSE    DES MARCASSINS             
RUE        CARRERE DE MARQUE          
CHEMIN     DU MOULIN                  
ROUTE      NATIONALE 117              
ROUTE      DE NAY                     
CHEMIN     DE L'OREE DU BOIS          
CHEMIN     DE PEYRAUBE                
RUE        PHILIPPE DESBORDES         
RUE        DU PIC DU MIDI             
CHEMIN     DU PLATEAU                 
AUTOROUTE  A 64 LA PYRENEENNE         
ROUTE      DE TARBES                  
CHEMIN     TOUSTET                    
RUE        COSTE DE TURON             
CHEMIN     DU VIEUX PONT              
           commune :     ESQUIULE                       departement : PYRENEES ATLANTIQUES          
LOT        DU BOURG                   
QUA        NARBE                      
LOT        ROUSSEU                    
LIEU-DIT   ALTHABE ALTIA              
LIEU-DIT   AMBROSI                    
LIEU-DIT   ARPHIDEGUY ALTIA           
LIEU-DIT   ARTZANUTHURY ALTIA         
LIEU-DIT   AUGE ALTIA                 
LIEU-DIT   BASTABURU ALTIA            
LIEU-DIT   BASSAGAIX ALTIA            
LIEU-DIT   BEDECARRAX ALTIA           
LIEU-DIT   BEHEREGARAY ALTIA          
LIEU-DIT   BEHIDANGUITA               
LIEU-DIT   BERDOT ALTIA               
LIEU-DIT   BIDEGAIN ALTIA             
LIEU-DIT   BOILLONKO ALTIA            
LIEU-DIT   BOIS DE BERVIELLE NORD     
LIEU-DIT   BOIS DE BERVIELLE SUD      
LIEU-DIT   BURDIA                     
LIEU-DIT   CAMBILLONKO IRAZTORRAK     
LIEU-DIT   CAMBILLONKO OYHANA         
LIEU-DIT   CASTEGE ALTIA              
LIEU-DIT   CASTEJURRY ALTIA           
LIEU-DIT   CASTILLON                  
LIEU-DIT   CERRAMON                   
LIEU-DIT   CHABALGOITY ALTIA          
LIEU-DIT   DUNDURHANDIA               
LIEU-DIT   EGURBIDE ALTIA             
LIEU-DIT   ERRECABELZ ALTIA           
LIEU-DIT   ERREKONDUA                 
LIEU-DIT   ESPEL ALTIA                
LIEU-DIT   ESPELET ALTIA              
LIEU-DIT   ETCHEBERRYGARAY ALTIA      
LIEU-DIT   ETCHEGOYHEN ALTIA          
LIEU-DIT   HEYHERALT ALTIA            
LIEU-DIT   GOROSTORDOY ALTIA          
LIEU-DIT   GOYHENEIX ALTIA            
LIEU-DIT   HAGOLABUSTAN               
LIEU-DIT   HARBUSTAN ALTIA            
LIEU-DIT   HEGUIA BOU                 
LIEU-DIT   HEGUILLA ALTIA             
LIEU-DIT   IBARRECO OYHANA            
LIEU-DIT   ILHAREGUY ALTIA            
LIEU-DIT   ITCHAL ALTIA               
LIEU-DIT   ITCHALGARAY                
LIEU-DIT   KABA ALTIA                 
LIEU-DIT   LAGARDE                    
LIEU-DIT   LANDA SAHUTA               
LIEU-DIT   LECHARDOY ALTIA            
LIEU-DIT   LEPPHAILLE ALTIA           
LIEU-DIT   LIGUIS ALTIA               
LIEU-DIT   MANDEL EQUIBEGUILLA        
LIEU-DIT   MANDELU EMBEZA             
LIEU-DIT   MENDIONDO ALTIA            
LIEU-DIT   MUGARITS ALTIA             
LIEU-DIT   NARBERU ALTIA              
LIEU-DIT   NOGUES ALTIA               
LIEU-DIT   ORBISCAY ALTIA             
LIEU-DIT   ORDU ALTIA                 
LIEU-DIT   ORDUMBORDE ALTIA           
LIEU-DIT   ORGAMBIDE ALTIA            
LIEU-DIT   OSCABY IBAR DE BAS         
LIEU-DIT   OSCABY IBAR DE HAUT        
LIEU-DIT   PELOT ALTIA                
LIEU-DIT   PHORDOY ALTIA              
LIEU-DIT   PICOCHET ALTIA             
LIEU-DIT   PITRAU ALTIA               
LIEU-DIT   SAIHETS HANDIA             
LIEU-DIT   SOLOU ALTIA                
LIEU-DIT   SOLOUGARAY ALTIA           
LIEU-DIT   TILLOUS ALTIA              
LIEU-DIT   TOURTA ALTIA               
LIEU-DIT   TUQUET GARAYA              
LIEU-DIT   UHAITX ONDOUA              
LIEU-DIT   URRUSTOY ALTIA             
LIEU-DIT   BARENNE                    
LIEU-DIT   CAMBEILLOU                 
CHEMIN     ALHARGUNA                  
CHEMIN     AMBROSI                    
ROUTE      DE BARCUS                  
CHEMIN     BASSAGAIX                  
CHEMIN     BEDECARRAX                 
CHEMIN     BEHEREGAY                  
CHEMIN     BICHART                    
CHEMIN     DE BOLLONKO                
           BOURG FRONTON              
CHEMIN     DE CAMBEILLOU              
CHEMIN     CANDELOT                   
CHEMIN     DE CASAMAYOU               
CHEMIN     CASTILLOU                  
CHEMIN     CAUBET                     
CHEMIN     CERRAMON                   
CHEMIN     D EGURBIDE                 
CHEMIN     ESPEL                      
CHEMIN     ESPELET                    
CHEMIN     ETCHEBERRIGAY              
CHEMIN     ETCHEGORRY                 
CHEMIN     ETCHEGOYHEN                
           GAGNEKO BIDIA              
CHEMIN     GARAT                      
ROUTE      DE GERONCE                 
CHEMIN     ILHAREGUIBORDE             
CHEMIN     D ILHARREGUY               
CHEMIN     KILEAU                     
CHEMIN     LIGUIS                     
CHEMIN     LITTOS                     
CHEMIN     DE LURO                    
CHEMIN     DE MADAME                  
CHEMIN     MAISTERRE                  
CHEMIN     DE MOUMOUR                 
CHEMIN     DE NACHABURRU              
ROUTE      DE NARBE                   
CHEMIN     NOGUES                     
ROUTE      D OLORON                   
CHEMIN     ORGAMBIDE                  
CHEMIN     DE PACHEOU                 
           PEKO BIDIA                 
CHEMIN     PHORDOY                    
CHEMIN     PITRAU                     
CHEMIN     SABUQUIET                  
CHEMIN     SANSOLLE                   
CHEMIN     DE SASSUS                  
CHEMIN     TILLOUS                    
CHEMIN     URRUSTOY                   
CHEMIN     USO                        
           commune :     ESTERENCUBY                    departement : PYRENEES ATLANTIQUES          
LIEU-DIT   AGUERRIA                   
LIEU-DIT   AHANCALDE                  
LIEU-DIT   AHOLUCHECO PARETA          
LIEU-DIT   AHUNCARRY                  
LIEU-DIT   AHUNCHARO ETA IREY         
LIEU-DIT   AHUNCHARO ETA IREY         
LIEU-DIT   D AMBROCHENIA              
LIEU-DIT   ANCOLO                     
LIEU-DIT   ARROLA                     
LIEU-DIT   ARROSSAGARAY               
LIEU-DIT   BARBALENIA                 
LIEU-DIT   BASOURDETEGUIA             
LIEU-DIT   BASSAANCHARO               
LIEU-DIT   BASSAGAITXE                
LIEU-DIT   BENTA                      
LIEU-DIT   BENTABERRY BORDA           
LIEU-DIT   BERBALENIA                 
LIEU-DIT   BETTIRIA                   
LIEU-DIT   BIDARTIA                   
LIEU-DIT   BIDEGARAY                  
LIEU-DIT   BIHURRY                    
LIEU-DIT   BILGOSSA                   
LIEU-DIT   BISCACHACO HEGUIA          
LIEU-DIT   BORDALEKOU                 
LIEU-DIT   CABUCALDE                  
LIEU-DIT   CAMPISTEGUY                
LIEU-DIT   CARABOLA                   
LIEU-DIT   CASSITA                    
LIEU-DIT   CASTONENIA                 
LIEU-DIT   CHALTOYENIA                
LIEU-DIT   CHOUHYENIA                 
LIEU-DIT   ELHURCARO ETA APHALAMITA   
LIEU-DIT   ERNAGA                     
LIEU-DIT   ERRAMOUNTO                 
LIEU-DIT   ERRECARTIA                 
LIEU-DIT   ERRETA                     
LIEU-DIT   ESPONDA                    
LIEU-DIT   ETCHEGOIN                  
LIEU-DIT   GALUSTRAGAGUA              
LIEU-DIT   GATHARRE                   
LIEU-DIT   GELOS                      
LIEU-DIT   HANDIAGUECO BONTA          
LIEU-DIT   HARATHEQUETACO MALDA       
LIEU-DIT   HARCHABALE                 
LIEU-DIT   HARGUINAENIA               
LIEU-DIT   HEGUIEDER ETA MONDAYCECO M 
LIEU-DIT   INCAGARAYA                 
LIEU-DIT   INDART                     
LIEU-DIT   INHABAR                    
LIEU-DIT   IREY CASCOA                
LIEU-DIT   ITHURBURIA                 
LIEU-DIT   JACQUESENIA                
LIEU-DIT   JASTREGUY                  
LIEU-DIT   JAUBERRIA                  
LIEU-DIT   JAUREGUITO LERRA           
LIEU-DIT   JOBLEENIA                  
LIEU-DIT   LAHARRAQUY                 
LIEU-DIT   LARREGAISTO                
LIEU-DIT   LEARLEPHO                  
LIEU-DIT   LECHAHO                    
LIEU-DIT   LECHARDOYCO BORDA          
LIEU-DIT   LEPHO MEHE                 
LIEU-DIT   LEYHAMALDA                 
LIEU-DIT   LEYHOCO BORDA              
LIEU-DIT   LEYHOMENDY ETA OURINAICE   
LIEU-DIT   MENDIRIENECO BORDA         
LIEU-DIT   MINDURRIA                  
LIEU-DIT   MONDAYCECO BORDA           
LIEU-DIT   MOUCHOUENIA                
LIEU-DIT   MOUGNOUGNOU                
LIEU-DIT   MOUNHOCARRY                
LIEU-DIT   OLHABERRY                  
LIEU-DIT   OLIOTENIA                  
LIEU-DIT   ORESCUN                    
LIEU-DIT   ORSATEYETA                 
LIEU-DIT   OSQUERRE BORDA             
LIEU-DIT   OSTALACOU                  
LIEU-DIT   OTXALUCE                   
LIEU-DIT   OURINAICE                  
LIEU-DIT   PIERROTENIA                
LIEU-DIT   POTCHA BELCHA              
LIEU-DIT   SALABERRY                  
LIEU-DIT   SALVETY                    
LIEU-DIT   SOUHAGNETA                 
LIEU-DIT   UGAR LARRONDO              
LIEU-DIT   UHALDIA                    
LIEU-DIT   VALENTINENIA               
LIEU-DIT   YOERRECACO MALDA           
LIEU-DIT   EYHERALDIA                 
LIEU-DIT   LE BOURG                   
LIEU-DIT   ERNAGACO BORDA             
           commune :     ESTIALESCQ                     departement : PYRENEES ATLANTIQUES          
LIEU-DIT   BAMBALERE                  
LIEU-DIT   BASSEHONTA                 
LIEU-DIT   BELLEVUE                   
LIEU-DIT   BOIS DE HAUT               
LIEU-DIT   BOUHABEN                   
LIEU-DIT   BURGON                     
