20151101
64         PYRENEES ATLANTIQUES          
LIEU-DIT   CAZALERE                   
LIEU-DIT   CLOT SALLIE                
LIEU-DIT   COURREGES                  
LIEU-DIT   DUFAU                      
LIEU-DIT   GRABETTES                  
LIEU-DIT   HAULONG                    
LIEU-DIT   MARLERES                   
LIEU-DIT   MENNE                      
LIEU-DIT   MILORD                     
LIEU-DIT   MOURAGNET                  
LIEU-DIT   VILLAGE                    
           PL DE L EGLISE             
CHEMIN     LAURONCE                   
CAMI       D AMOUS                    
CHEMIN     BAMBALERE                  
CR         DES BARATS                 
CHEMIN     BOUHABEN                   
CHEMIN     CARRERE                    
D          103                        
CR         DU CHENE DES BALLES        
D          503                        
IMPASSE    COUP                       
IMPASSE    DES CRETES                 
CR         DU DERRICK                 
PLACE      DE L EGLISE                
ROUTE      DES FAGET                  
CHEMIN     GUIRAUT                    
ROUTE      FAGET                      
CHEMIN     LACOSTE                    
CHEMIN     LAMPOULETTE                
CHEMIN     LAURONCE                   
CR         DE LESTINGUE               
CHEMIN     DES MARLERES               
CR         DE MENNE                   
CHEMIN     MILORD                     
CHEMIN     MOURAGNET                  
ROUTE      D OLORON                   
CHEMIN     PASSARE                    
CHEMIN     DU PLACOT                  
CR         DU ROND POINT              
CHEMIN     TRISTAN                    
CHEMIN     TUQUET                     
IMPASSE    TUQUET                     
PLACE      DU VILLAGE                 
D          24                         
           commune :     ESTOS                          departement : PYRENEES ATLANTIQUES          
LOT        ARANTHABE                  
LOT        DOMAINE DU PORT D ESTOS    
LOT        BERGES DU GAVE             
LOT        LE CLOS DES MESANGES       
LOT        LES JARDINS D ESTOS        
LOT        PIERRE PYRENEES            
LIEU-DIT   ARRIBETS                   
LIEU-DIT   CAUBETADE                  
LIEU-DIT   DETS PLANES                
LIEU-DIT   L EGLISE                   
LIEU-DIT   HOURQUET                   
LIEU-DIT   JUNQUA                     
LIEU-DIT   LACANETTE                  
LIEU-DIT   LALANNE                    
LIEU-DIT   LARRADETTE                 
LIEU-DIT   LASCAPOUBLES               
LIEU-DIT   LASSERRE                   
LIEU-DIT   LASTACHOUERES              
LIEU-DIT   LOUQUET                    
LIEU-DIT   MAURY                      
LIEU-DIT   MAYSOUNAVE                 
LIEU-DIT   L OMBRET                   
LIEU-DIT   PEYRE                      
AVENUE     DES PYRENEES               
CAR        DE PRATS                   
CHEMIN     DE FONCEGRIVE              
CAMI       DU JUNQUA                  
CHEMIN     DE LOUQUET                 
CHEMIN     DE LA MATURE               
RUE        DU MOULIN                  
CHEMIN     DES MOULINS                
CHEMIN     DE PRATS                   
IMPASSE    CHANTECAY                  
RUE        DE L ARCHE                 
RUE        BERO BISTO                 
RUE        DU CERISIER                
RUE        DE L EGLISE                
RUE        JELIOTTE                   
RUE        DE LA SABLIERE             
RUE        DU SANGUINET               
CHEMIN     DES ARBOULETS              
RUE        DE L ARCHE                 
RUE        BERGES DU GAVE             
RUE        BERO BISTO                 
RUE        DU CERISIER                
IMPASSE    CHANTECAY                  
RUE        DE L'EGLISE                
CHEMIN     DE FONCEGRIVE              
RUE        DES JARDINS D ESTOS        
RUE        JELIOTTE                   
RUE        CAMI DU JUNQUA             
CHEMIN     DE LOUQUET                 
CHEMIN     DE LA MATURE               
IMPASSE    DES MESANGES               
CHEMIN     DES MOULINS                
RUE        DU MOULIN                  
IMPASSE    PIERRE PYRENEES            
RUE        DU PORT D'ESTOS            
RUE        DE PRATS                   
CHEMIN     DE PRATS                   
AVENUE     DES PYRENEES               
RUE        DE LA SABLIERE             
RUE        DU SANGUINET               
           commune :     ETCHARRY                       departement : PYRENEES ATLANTIQUES          
LIEU-DIT   AINHEREGUY                 
LIEU-DIT   ASCARRABIETA               
LIEU-DIT   LA BARTE                   
LIEU-DIT   BEHETY                     
LIEU-DIT   BERHONDO                   
LIEU-DIT   BIDEGAIN                   
LIEU-DIT   COSTORDOYA                 
LIEU-DIT   ELLISSABIDE                
LIEU-DIT   ELLISSATHIA                
LIEU-DIT   ETCHEBERHEGUY              
LIEU-DIT   GARATEIX                   
LIEU-DIT   HARAMBURU                  
LIEU-DIT   HARRIETA                   
LIEU-DIT   HAURET                     
LIEU-DIT   HEGUICHOURY                
LIEU-DIT   ILHARRIA                   
LIEU-DIT   LAPITCHE                   
LIEU-DIT   LEYTIA                     
LIEU-DIT   MOTHELARRE                 
LIEU-DIT   OLHAGUE                    
LIEU-DIT   OSTORROUA                  
LIEU-DIT   PORTUGAL                   
LIEU-DIT   DE TARTAS                  
LIEU-DIT   LE TUQUET                  
LIEU-DIT   URRUTY                     
           commune :     ETCHEBAR                       departement : PYRENEES ATLANTIQUES          
LIEU-DIT   ALCORNE                    
LIEU-DIT   ANDREIX                    
LIEU-DIT   AOTXIA                     
LIEU-DIT   ARDOIHECO                  
LIEU-DIT   BELHETIA                   
LIEU-DIT   BORDALEGAGNE               
LIEU-DIT   ESPELDOY                   
LIEU-DIT   ETCHABIA                   
LIEU-DIT   GARATEGAGNE                
LIEU-DIT   GURULHAPE ALTIA            
LIEU-DIT   IPHARRAGA ALTIA            
LIEU-DIT   JAURIGOITY                 
LIEU-DIT   MURUCHE                    
LIEU-DIT   PECO ELGUIA                
LIEU-DIT   SERRA ORDOQUIA             
           commune :     ETSAUT                         departement : PYRENEES ATLANTIQUES          
LOT        PIC DE SESQUES             
LIEU-DIT   ARAS                       
LIEU-DIT   ARRIE                      
LIEU-DIT   ARRIE DE HAUT              
LIEU-DIT   ARROUGES                   
LIEU-DIT   AYGARRY                    
LIEU-DIT   AYGUES TOURTETTES          
LIEU-DIT   BAIGTS ST COURS            
LIEU-DIT   BELOUTE                    
LIEU-DIT   BESIAU                     
LIEU-DIT   BIEUS                      
LIEU-DIT   LE BOURG                   
LIEU-DIT   BUSTEIGTS                  
LIEU-DIT   CASEBETRY                  
LIEU-DIT   CASSIAU                    
LIEU-DIT   COSTE DE STE MARIE         
LIEU-DIT   COUM DE LAGUN              
LIEU-DIT   COUM DE SESCOUE            
LIEU-DIT   COURETS                    
LIEU-DIT   COUSTI D ARAS              
LIEU-DIT   CUCAUT                     
LIEU-DIT   DET EST PACQ               
LIEU-DIT   DET PACQ                   
LIEU-DIT   DET PELATIS                
LIEU-DIT   DETS ESTEROUS              
LIEU-DIT   ESCALE                     
LIEU-DIT   ESCARROIGTS                
LIEU-DIT   ESTAS                      
LIEU-DIT   ETSDEMORATE                
LIEU-DIT   DU FORT D URDOS            
LIEU-DIT   GESE                       
LIEU-DIT   IPY                        
LIEU-DIT   LACOSTE ARRASE             
LIEU-DIT   LARGUIE                    
LIEU-DIT   LARGUIE D EN HAUT          
LIEU-DIT   LARRES                     
LIEU-DIT   LASSERRETTE                
LIEU-DIT   LESPETOUSE                 
LIEU-DIT   LESPORCE                   
LIEU-DIT   LIAA                       
LIEU-DIT   MIEYE SEUBE                
LIEU-DIT   MOUNDAUT                   
LIEU-DIT   PEDAIN DE HAUT             
LIEU-DIT   PEDAING DE LABET           
LIEU-DIT   PENE DE LAMOUNEDERE        
LIEU-DIT   SEBERRY                    
LIEU-DIT   SEBERS                     
LIEU-DIT   SESCOUE                    
           commune :     EYSUS                          departement : PYRENEES ATLANTIQUES          
LOT        BAREILLES II               
LOT        LES CANDEAUX               
LOT        DURET                      
LOT        HABAS                      
LOT        DU LOURTAU                 
LOT        PONT DE RUSTOU             
LOT        PONT DU RUSTOU 2           
LOT        PONT DU RUSTOU 3           
LOT        PONT DU RUSTOU 4           
LOT        PONT DU RUSTOU 5           
LOT        PONT DU RUSTOU 6           
LOT        SERRE HAUTE                
LOT        DE SUSBIELLE               
LIEU-DIT   D ARBIOS                   
LIEU-DIT   D ARRIGUES                 
LIEU-DIT   BAREILLES                  
LIEU-DIT   BARERE DE BAREILLES        
LIEU-DIT   LA BORDE DE LAPACHET       
LIEU-DIT   BOUCHET                    
LIEU-DIT   BREETTE                    
LIEU-DIT   CAMOUS DE BAS              
LIEU-DIT   CAMOUS DE HAUT             
LIEU-DIT   CANDEAUS                   
LIEU-DIT   CAPDEPON                   
LIEU-DIT   COURBET                    
LIEU-DIT   DURET                      
LIEU-DIT   D ESPALLE                  
LIEU-DIT   GALAN                      
LIEU-DIT   HABAS                      
LIEU-DIT   LABAGUE                    
LIEU-DIT   LACASSIE                   
LIEU-DIT   LAIGNES                    
LIEU-DIT   LAPACHET                   
LIEU-DIT   LARRENOT                   
LIEU-DIT   LASSEGUES                  
LIEU-DIT   LUN                        
LIEU-DIT   PETITE                     
LIEU-DIT   PONT DE RUSTOU             
LIEU-DIT   ROUMAS ET LASCAUDERES      
LIEU-DIT   SERRE HAUTE                
LIEU-DIT   SERROT                     
LIEU-DIT   SOUMSUS                    
LIEU-DIT   VILLAGE D EYSUS            
LIEU-DIT   BEZIAT                     
LIEU-DIT   BOURET                     
LIEU-DIT   SUSBIELLE                  
ROUTE      DES CRETES                 
PLACE      DE L EGLISE                
ROUTE      DU GAVE D ASPE             
PLACE      DE LA MAIRIE               
ROUTE      DE SAINT CHRISTAU          
CHEMIN     DE L'ARQUE                 
CHEMIN     DE L ARRIGOULI             
CHEMIN     DE BAYGRAND                
CHEMIN     BELLEVUE                   
CHEMIN     DE BERETTE                 
CHEMIN     DE LA BERGERIE             
CHEMIN     DU BEZIAT                  
CHEMIN     DU BINET                   
CHEMIN     DU CHATEAU                 
CHEMIN     DU CHATEAU D EAU           
CHEMIN     DES CHENES                 
CHEMIN     DU CLOS DE LA FONTAINE     
CHEMIN     DE COURBET                 
ROUTE      DES CRETES                 
CHEMIN     DE LA CROIX DE LACAZETTE   
CHEMIN     DES DEUX FERMES            
CHEMIN     DE LA DIGUE                
CHEMIN     DURET                      
CHEMIN     DES ECOLIERS               
CHEMIN     DES ESCOUPATS              
CHEMIN     DE L ESPLANADE             
CHEMIN     DE LA FONTAINE CAMBOT      
ROUTE      DU FRONTON                 
CHEMIN     DU GASCON                  
ROUTE      DU GAVE D ASPE             
COTE       DE HABAS                   
CHEMIN     DE L ILE                   
CHEMIN     DE LA LAITERIE             
CHEMIN     DES LAVANDIERES            
CHEMIN     DE LUN                     
CHEMIN     DU MAIL ARROUY             
PLACE      DE LA MAIRIE               
CHEMIN     DE MARIE BLANQUE           
CHEMIN     DU MOULIN                  
CHEMIN     DES NOISETIERS             
ROUTE      DE L OURTAU                
CHEMIN     DU PAS D ASPE              
CHEMIN     DU PIC D ANIE              
CHEMIN     DU PONT DE LA BIGUE        
CHEMIN     DU PONT DE RUSTOU          
CHEMIN     DE LA SABLIERE             
ROUTE      DE SAINT CHRISTAU          
CHEMIN     ST JACQUES DE COMPOSTELLE  
CHEMIN     DE SERRES HAUTES           
CHEMIN     DU SOUMSUS                 
ROUTE      DE LA TAOULERE             
ROUTE      DES THERMES                
CHEMIN     DES TOURTERELLES           
CHEMIN     DU VIEUX PONT              
           commune :     FEAS                           departement : PYRENEES ATLANTIQUES          
LOT        CASAMAJOR                  
LIEU-DIT   ANGLAS                     
LIEU-DIT   ARRIES                     
LIEU-DIT   BARTHES                    
LIEU-DIT   BORDENAVE                  
LIEU-DIT   CAMBOT                     
LIEU-DIT   CAPDEPON                   
LIEU-DIT   CASTERA                    
LIEU-DIT   CHOCO                      
LIEU-DIT   COURNAS DE MON             
LIEU-DIT   CROIX DE POULIT            
LIEU-DIT   CROIX DE TRONC             
LIEU-DIT   DARRE LA MAULE             
LIEU-DIT   DERRIERE AUYASQUE          
LIEU-DIT   DERRIERE LASSERRE          
LIEU-DIT   HAGUETA                    
LIEU-DIT   HAILLERE                   
LIEU-DIT   HEGUILLETTE                
LIEU-DIT   HOUR DE SARRABASSE         
LIEU-DIT   LABADE DE LOUSTALOT        
LIEU-DIT   LABORDE                    
LIEU-DIT   LACONDRE                   
LIEU-DIT   LANNE DE BOUES             
LIEU-DIT   LANNE                      
LIEU-DIT   POURCAU                    
LIEU-DIT   RECASSAR                   
LIEU-DIT   REDOUS                     
LIEU-DIT   SABAREILLE                 
LIEU-DIT   SARRODE                    
LIEU-DIT   SAUCIE                     
LIEU-DIT   SEQUE                      
LIEU-DIT   SOM DES CAMS               
LIEU-DIT   TALON DE MONDE             
LIEU-DIT   TALON DE NAVARRE           
LIEU-DIT   TALOU PLAT                 
LIEU-DIT   THOJUZA                    
ROUTE      D'ARETTE                   
RUE        DE L ARREQUET              
RUE        DE BARETOUS                
CHEMIN     DES BARTHES                
CHEMIN     DE BASCOU DE HAUT          
CHEMIN     DE BORDACHAR               
CHEMIN     BORDENAVE                  
CHEMIN     DE BORDIS                  
CHEMIN     DE BOUHABEN                
CHEMIN     DE BOULAU                  
CHEMIN     DE CAMBET                  
CHEMIN     DE CAMBOT                  
CHEMIN     DE CAPDEPON                
CHEMIN     DE CARRERE                 
CHEMIN     COURNAS DE MON             
CHEMIN     DUQUE                      
RUE        DE L EGLISE                
CHEMIN     GOUDET                     
CHEMIN     DE LA GRAVIERE             
CHEMIN     D HAILLERE                 
CHEMIN     HONDEVILLE                 
CHEMIN     DE JACOBY                  
CHEMIN     DE LABAIG                  
CHEMIN     DE LABAT                   
CHEMIN     DE LABATCHET               
IMPASSE    LAUDE                      
CHEMIN     DE LOUSTAU                 
PLACE      DE LA MAIRIE               
RUE        DE LA MAIRIE               
CHEMIN     DE MARIANETTE              
CHEMIN     DE MAYSOUETTE              
CHEMIN     DE MAYSOUNABE              
CHEMIN     DU MOULIN                  
CHEMIN     DE MOURAGNET               
ROUTE      DE NARBE                   
D          919                        
PLACE      DES OUSTALETS              
CHEMIN     DE POULIT                  
CHEMIN     POUTOUS                    
CHEMIN     PUCHEOU                    
CHEMIN     QUEHEILLE                  
CHEMIN     DES RUCHES                 
RUE        DU SAINT MARTIN            
CHEMIN     SAINTE VIGNE               
CHEMIN     SALLABER                   
CHEMIN     DE SARRODE                 
CHEMIN     SOUBIES                    
CHEMIN     TALOU PLAT                 
CHEMIN     DU THEZ                    
CHEMIN     TOUSSAU                    
CHEMIN     DU TRON                    
CHEMIN     DU VAL ROSE                
           commune :     FICHOUS RIUMAYOU               departement : PYRENEES ATLANTIQUES          
LOT        DES TOURTERELLES           
LIEU-DIT   BAS FICHOUS                
LIEU-DIT   BAS RIUMAYOU               
LIEU-DIT   DOMENGE                    
LIEU-DIT   GAY AU LUC                 
LIEU-DIT   GAY TROUSSYL               
LIEU-DIT   HAUT RIUMAYOU              
LIEU-DIT   HAUT SOUREX                
LIEU-DIT   LASSERRE SAINT GASSIE      
LIEU-DIT   LORIO                      
LIEU-DIT   LOUS COUPETS               
LIEU-DIT   PAM                        
LIEU-DIT   POUDGE DE FICHOUS          
LIEU-DIT   TERRES DE MIALOS           
LIEU-DIT   TROUY                      
ROUTE      D'ARZACQ                   
CHEMIN     DE BARADAT                 
CHEMIN     DU BOSCQ                   
CHEMIN     DE CANDAU                  
CHEMIN     DE L'EGLISE                
ROUTE      DE FICHOUS                 
ROUTE      DE GAROS                   
CHEMIN     HARTANE                    
CHEMIN     DE LACAJUNTE               
CHEMIN     DE LAPOUDGE                
ROUTE      DE LARREULE                
CHEMIN     DE LARRIBERE               
ROUTE      DE LONCON                  
CHEMIN     DE LOUISOU                 
PLACE      DE LA MAIRIE               
CHEMIN     DE MALAUSSANNE             
CHEMIN     DE MARTY                   
CHEMIN     DE MESPLE                  
CHEMIN     DE MIALOS                  
